Name,Location
RCCG Power House Parish 5513,"Onitsha, Anambra, Nigeria"
RCCG Redemption Parish 5514,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 5515,"Abeokuta, Ogun, Nigeria"
RCCG Victory Assembly 5516,"Port Harcourt, Rivers, Nigeria"
RCCG Living Faith Parish 5517,"Awka, Anambra, Nigeria"
RCCG City of Glory 5518,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 5519,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 5520,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5521,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 5522,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 5523,"Kano, Kano, Nigeria"
RCCG City of Glory 5524,"Warri, Delta, Nigeria"
RCCG Power House Parish 5525,"Ogbomosho, Oyo, Nigeria"
RCCG New Life Parish 5526,"Ijebu Ode, Ogun, Nigeria"
RCCG City of Glory 5527,"Gwale, Kano, Nigeria"
RCCG Power House Parish 5528,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 5529,"Kaduna, Kaduna, Nigeria"
RCCG City of Glory 5530,"Warri, Delta, Nigeria"
RCCG New Life Parish 5531,"Ibadan, Oyo, Nigeria"
RCCG Redemption Parish 5532,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5533,"Yaba, Lagos, Nigeria"
RCCG House of Praise 5534,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 5535,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 5536,"Asaba, Delta, Nigeria"
RCCG New Life Parish 5537,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5538,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 5539,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 5540,"Abeokuta, Ogun, Nigeria"
RCCG Victory Assembly 5541,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 5542,"Wuse, FCT, Nigeria"
RCCG Living Faith Parish 5543,"Port Harcourt, Rivers, Nigeria"
RCCG House of Praise 5544,"Ijebu Ode, Ogun, Nigeria"
RCCG Dominion Chapel 5545,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 5546,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 5547,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 5548,"Ikorodu, Lagos, Nigeria"
RCCG Living Faith Parish 5549,"Ikorodu, Lagos, Nigeria"
RCCG Power House Parish 5550,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 5551,"Surulere, Lagos, Nigeria"
RCCG City of Glory 5552,"Awka, Anambra, Nigeria"
RCCG City of Glory 5553,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 5554,"Awka, Anambra, Nigeria"
RCCG New Life Parish 5555,"Ikorodu, Lagos, Nigeria"
RCCG Redemption Parish 5556,"Ijebu Ode, Ogun, Nigeria"
RCCG New Life Parish 5557,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 5558,"Asaba, Delta, Nigeria"
RCCG Living Faith Parish 5559,"Zaria, Kaduna, Nigeria"
RCCG House of Praise 5560,"Ijebu Ode, Ogun, Nigeria"
RCCG Power House Parish 5561,"Zaria, Kaduna, Nigeria"
RCCG Dominion Chapel 5562,"Onitsha, Anambra, Nigeria"
RCCG Living Faith Parish 5563,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 5564,"Kubwa, FCT, Nigeria"
RCCG Dominion Chapel 5565,"Gwarinpa, FCT, Nigeria"
RCCG City of Glory 5566,"Kano, Kano, Nigeria"
RCCG Power House Parish 5567,"Awka, Anambra, Nigeria"
RCCG House of Praise 5568,"Surulere, Lagos, Nigeria"
RCCG Power House Parish 5569,"Warri, Delta, Nigeria"
RCCG Power House Parish 5570,"Enugu, Enugu, Nigeria"
RCCG City of Glory 5571,"Warri, Delta, Nigeria"
RCCG City of Glory 5572,"Ikorodu, Lagos, Nigeria"
RCCG Redemption Parish 5573,"Zaria, Kaduna, Nigeria"
RCCG Dominion Chapel 5574,"Ogbomosho, Oyo, Nigeria"
RCCG New Life Parish 5575,"Onitsha, Anambra, Nigeria"
RCCG Living Faith Parish 5576,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 5577,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 5578,"Ogbomosho, Oyo, Nigeria"
RCCG Victory Assembly 5579,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 5580,"Ibadan, Oyo, Nigeria"
RCCG New Life Parish 5581,"Kano, Kano, Nigeria"
RCCG Grace Sanctuary 5582,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 5583,"Awka, Anambra, Nigeria"
RCCG City of Glory 5584,"Ibadan, Oyo, Nigeria"
RCCG Dominion Chapel 5585,"Kano, Kano, Nigeria"
RCCG Victory Assembly 5586,"Onitsha, Anambra, Nigeria"
RCCG Grace Sanctuary 5587,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 5588,"Abuja, FCT, Nigeria"
RCCG House of Praise 5589,"Nassarawa, Kano, Nigeria"
RCCG Living Faith Parish 5590,"Zaria, Kaduna, Nigeria"
RCCG Grace Sanctuary 5591,"Gwale, Kano, Nigeria"
RCCG Victory Assembly 5592,"Ibadan, Oyo, Nigeria"
RCCG Power House Parish 5593,"Wuse, FCT, Nigeria"
RCCG Redemption Parish 5594,"Maitama, FCT, Nigeria"
RCCG Living Faith Parish 5595,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5596,"Warri, Delta, Nigeria"
RCCG Victory Assembly 5597,"Gwarinpa, FCT, Nigeria"
RCCG Victory Assembly 5598,"Ijebu Ode, Ogun, Nigeria"
RCCG New Life Parish 5599,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 5600,"Kano, Kano, Nigeria"
RCCG House of Praise 5601,"Ijebu Ode, Ogun, Nigeria"
RCCG Power House Parish 5602,"Lekki, Lagos, Nigeria"
RCCG Power House Parish 5603,"Awka, Anambra, Nigeria"
RCCG Dominion Chapel 5604,"Warri, Delta, Nigeria"
RCCG Power House Parish 5605,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 5606,"Kubwa, FCT, Nigeria"
RCCG Dominion Chapel 5607,"Ogbomosho, Oyo, Nigeria"
RCCG Grace Sanctuary 5608,"Gwale, Kano, Nigeria"
RCCG House of Praise 5609,"Ogbomosho, Oyo, Nigeria"
RCCG Victory Assembly 5610,"Zaria, Kaduna, Nigeria"
RCCG House of Praise 5611,"Zaria, Kaduna, Nigeria"
RCCG Dominion Chapel 5612,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 5613,"Abuja, FCT, Nigeria"
RCCG House of Praise 5614,"Nsukka, Enugu, Nigeria"
RCCG Living Faith Parish 5615,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 5616,"Fagge, Kano, Nigeria"
RCCG Redemption Parish 5617,"Abeokuta, Ogun, Nigeria"
RCCG Redemption Parish 5618,"Port Harcourt, Rivers, Nigeria"
RCCG Redemption Parish 5619,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 5620,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 5621,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5622,"Warri, Delta, Nigeria"
RCCG Victory Assembly 5623,"Awka, Anambra, Nigeria"
RCCG House of Praise 5624,"Awka, Anambra, Nigeria"
RCCG New Life Parish 5625,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 5626,"Ikeja, Lagos, Nigeria"
RCCG Redemption Parish 5627,"Abeokuta, Ogun, Nigeria"
RCCG House of Praise 5628,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 5629,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 5630,"Fagge, Kano, Nigeria"
RCCG Grace Sanctuary 5631,"Kubwa, FCT, Nigeria"
RCCG Grace Sanctuary 5632,"Ikeja, Lagos, Nigeria"
RCCG Grace Sanctuary 5633,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 5634,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 5635,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 5636,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 5637,"Zaria, Kaduna, Nigeria"
RCCG New Life Parish 5638,"Asaba, Delta, Nigeria"
RCCG Power House Parish 5639,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5640,"Enugu, Enugu, Nigeria"
RCCG Victory Assembly 5641,"Enugu, Enugu, Nigeria"
RCCG City of Glory 5642,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5643,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5644,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 5645,"Onitsha, Anambra, Nigeria"
RCCG Dominion Chapel 5646,"Surulere, Lagos, Nigeria"
RCCG House of Praise 5647,"Kano, Kano, Nigeria"
RCCG Redemption Parish 5648,"Ijebu Ode, Ogun, Nigeria"
RCCG Dominion Chapel 5649,"Enugu, Enugu, Nigeria"
RCCG Power House Parish 5650,"Yaba, Lagos, Nigeria"
RCCG Dominion Chapel 5651,"Lekki, Lagos, Nigeria"
RCCG Power House Parish 5652,"Gwale, Kano, Nigeria"
RCCG House of Praise 5653,"Kano, Kano, Nigeria"
RCCG Living Faith Parish 5654,"Warri, Delta, Nigeria"
RCCG Dominion Chapel 5655,"Ogbomosho, Oyo, Nigeria"
RCCG City of Glory 5656,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5657,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 5658,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 5659,"Gwarinpa, FCT, Nigeria"
RCCG Redemption Parish 5660,"Gwarinpa, FCT, Nigeria"
RCCG New Life Parish 5661,"Abeokuta, Ogun, Nigeria"
RCCG Living Faith Parish 5662,"Zaria, Kaduna, Nigeria"
RCCG New Life Parish 5663,"Onitsha, Anambra, Nigeria"
RCCG Dominion Chapel 5664,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 5665,"Fagge, Kano, Nigeria"
RCCG Redemption Parish 5666,"Kano, Kano, Nigeria"
RCCG House of Praise 5667,"Kaduna, Kaduna, Nigeria"
RCCG Power House Parish 5668,"Maitama, FCT, Nigeria"
RCCG Power House Parish 5669,"Port Harcourt, Rivers, Nigeria"
RCCG Dominion Chapel 5670,"Obio-Akpor, Rivers, Nigeria"
RCCG Power House Parish 5671,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 5672,"Port Harcourt, Rivers, Nigeria"
RCCG Living Faith Parish 5673,"Abeokuta, Ogun, Nigeria"
RCCG Dominion Chapel 5674,"Zaria, Kaduna, Nigeria"
RCCG Power House Parish 5675,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 5676,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 5677,"Abeokuta, Ogun, Nigeria"
RCCG Victory Assembly 5678,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 5679,"Awka, Anambra, Nigeria"
RCCG House of Praise 5680,"Gwale, Kano, Nigeria"
RCCG Grace Sanctuary 5681,"Awka, Anambra, Nigeria"
RCCG Living Faith Parish 5682,"Nassarawa, Kano, Nigeria"
RCCG House of Praise 5683,"Ibadan, Oyo, Nigeria"
RCCG Dominion Chapel 5684,"Awka, Anambra, Nigeria"
RCCG House of Praise 5685,"Obio-Akpor, Rivers, Nigeria"
RCCG House of Praise 5686,"Fagge, Kano, Nigeria"
RCCG House of Praise 5687,"Port Harcourt, Rivers, Nigeria"
RCCG Victory Assembly 5688,"Nassarawa, Kano, Nigeria"
RCCG City of Glory 5689,"Awka, Anambra, Nigeria"
RCCG New Life Parish 5690,"Onitsha, Anambra, Nigeria"
RCCG Redemption Parish 5691,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 5692,"Nassarawa, Kano, Nigeria"
RCCG City of Glory 5693,"Asaba, Delta, Nigeria"
RCCG City of Glory 5694,"Abeokuta, Ogun, Nigeria"
RCCG Living Faith Parish 5695,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 5696,"Kubwa, FCT, Nigeria"
RCCG Living Faith Parish 5697,"Surulere, Lagos, Nigeria"
RCCG Redemption Parish 5698,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 5699,"Gwale, Kano, Nigeria"
RCCG City of Glory 5700,"Enugu, Enugu, Nigeria"
RCCG House of Praise 5701,"Enugu, Enugu, Nigeria"
RCCG City of Glory 5702,"Surulere, Lagos, Nigeria"
RCCG Dominion Chapel 5703,"Enugu, Enugu, Nigeria"
RCCG Living Faith Parish 5704,"Nsukka, Enugu, Nigeria"
RCCG Grace Sanctuary 5705,"Awka, Anambra, Nigeria"
RCCG Redemption Parish 5706,"Nassarawa, Kano, Nigeria"
RCCG House of Praise 5707,"Abeokuta, Ogun, Nigeria"
RCCG Living Faith Parish 5708,"Maitama, FCT, Nigeria"
RCCG Redemption Parish 5709,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 5710,"Zaria, Kaduna, Nigeria"
RCCG Redemption Parish 5711,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 5712,"Nsukka, Enugu, Nigeria"
RCCG House of Praise 5713,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 5714,"Abuja, FCT, Nigeria"
RCCG Redemption Parish 5715,"Gwale, Kano, Nigeria"
RCCG House of Praise 5716,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 5717,"Abuja, FCT, Nigeria"
RCCG New Life Parish 5718,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 5719,"Nassarawa, Kano, Nigeria"
RCCG House of Praise 5720,"Ijebu Ode, Ogun, Nigeria"
RCCG Redemption Parish 5721,"Abuja, FCT, Nigeria"
RCCG Grace Sanctuary 5722,"Kano, Kano, Nigeria"
RCCG Redemption Parish 5723,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 5724,"Maitama, FCT, Nigeria"
RCCG House of Praise 5725,"Ogbomosho, Oyo, Nigeria"
RCCG Dominion Chapel 5726,"Ijebu Ode, Ogun, Nigeria"
RCCG Dominion Chapel 5727,"Ijebu Ode, Ogun, Nigeria"
RCCG Power House Parish 5728,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 5729,"Warri, Delta, Nigeria"
RCCG New Life Parish 5730,"Ogbomosho, Oyo, Nigeria"
RCCG Dominion Chapel 5731,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 5732,"Awka, Anambra, Nigeria"
RCCG Power House Parish 5733,"Obio-Akpor, Rivers, Nigeria"
RCCG House of Praise 5734,"Surulere, Lagos, Nigeria"
RCCG Power House Parish 5735,"Warri, Delta, Nigeria"
RCCG New Life Parish 5736,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 5737,"Ijebu Ode, Ogun, Nigeria"
RCCG Dominion Chapel 5738,"Ibadan, Oyo, Nigeria"
RCCG Redemption Parish 5739,"Gwale, Kano, Nigeria"
RCCG Living Faith Parish 5740,"Awka, Anambra, Nigeria"
RCCG New Life Parish 5741,"Warri, Delta, Nigeria"
RCCG Power House Parish 5742,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 5743,"Obio-Akpor, Rivers, Nigeria"
RCCG Grace Sanctuary 5744,"Kano, Kano, Nigeria"
RCCG Power House Parish 5745,"Abuja, FCT, Nigeria"
RCCG Victory Assembly 5746,"Lekki, Lagos, Nigeria"
RCCG City of Glory 5747,"Abeokuta, Ogun, Nigeria"
RCCG City of Glory 5748,"Port Harcourt, Rivers, Nigeria"
RCCG House of Praise 5749,"Gwarinpa, FCT, Nigeria"
RCCG Power House Parish 5750,"Awka, Anambra, Nigeria"
RCCG Power House Parish 5751,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 5752,"Kaduna, Kaduna, Nigeria"
RCCG City of Glory 5753,"Nassarawa, Kano, Nigeria"
RCCG Power House Parish 5754,"Kaduna, Kaduna, Nigeria"
RCCG Redemption Parish 5755,"Asaba, Delta, Nigeria"
RCCG New Life Parish 5756,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 5757,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 5758,"Obio-Akpor, Rivers, Nigeria"
RCCG Living Faith Parish 5759,"Ijebu Ode, Ogun, Nigeria"
RCCG Dominion Chapel 5760,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 5761,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 5762,"Ibadan, Oyo, Nigeria"
RCCG New Life Parish 5763,"Zaria, Kaduna, Nigeria"
RCCG House of Praise 5764,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 5765,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 5766,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 5767,"Kano, Kano, Nigeria"
RCCG Dominion Chapel 5768,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 5769,"Ikorodu, Lagos, Nigeria"
RCCG Victory Assembly 5770,"Ijebu Ode, Ogun, Nigeria"
RCCG Dominion Chapel 5771,"Ibadan, Oyo, Nigeria"
RCCG Grace Sanctuary 5772,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 5773,"Kano, Kano, Nigeria"
RCCG Redemption Parish 5774,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5775,"Kubwa, FCT, Nigeria"
RCCG Dominion Chapel 5776,"Kano, Kano, Nigeria"
RCCG City of Glory 5777,"Warri, Delta, Nigeria"
RCCG House of Praise 5778,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 5779,"Fagge, Kano, Nigeria"
RCCG Living Faith Parish 5780,"Awka, Anambra, Nigeria"
RCCG Power House Parish 5781,"Enugu, Enugu, Nigeria"
RCCG Dominion Chapel 5782,"Zaria, Kaduna, Nigeria"
RCCG Power House Parish 5783,"Surulere, Lagos, Nigeria"
RCCG Living Faith Parish 5784,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 5785,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5786,"Warri, Delta, Nigeria"
RCCG Power House Parish 5787,"Asaba, Delta, Nigeria"
RCCG Redemption Parish 5788,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 5789,"Yaba, Lagos, Nigeria"
RCCG House of Praise 5790,"Gwarinpa, FCT, Nigeria"
RCCG Dominion Chapel 5791,"Kaduna, Kaduna, Nigeria"
RCCG Grace Sanctuary 5792,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 5793,"Asaba, Delta, Nigeria"
RCCG House of Praise 5794,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 5795,"Gwale, Kano, Nigeria"
RCCG Dominion Chapel 5796,"Maitama, FCT, Nigeria"
RCCG House of Praise 5797,"Ijebu Ode, Ogun, Nigeria"
RCCG Victory Assembly 5798,"Fagge, Kano, Nigeria"
RCCG Living Faith Parish 5799,"Enugu, Enugu, Nigeria"
RCCG Redemption Parish 5800,"Surulere, Lagos, Nigeria"
RCCG Victory Assembly 5801,"Ijebu Ode, Ogun, Nigeria"
RCCG New Life Parish 5802,"Ijebu Ode, Ogun, Nigeria"
RCCG Power House Parish 5803,"Nsukka, Enugu, Nigeria"
RCCG City of Glory 5804,"Kubwa, FCT, Nigeria"
RCCG City of Glory 5805,"Ogbomosho, Oyo, Nigeria"
RCCG New Life Parish 5806,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 5807,"Ogbomosho, Oyo, Nigeria"
RCCG House of Praise 5808,"Enugu, Enugu, Nigeria"
RCCG New Life Parish 5809,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 5810,"Lekki, Lagos, Nigeria"
RCCG City of Glory 5811,"Ikorodu, Lagos, Nigeria"
RCCG Living Faith Parish 5812,"Zaria, Kaduna, Nigeria"
RCCG Power House Parish 5813,"Zaria, Kaduna, Nigeria"
RCCG Victory Assembly 5814,"Ijebu Ode, Ogun, Nigeria"
RCCG Living Faith Parish 5815,"Kano, Kano, Nigeria"
RCCG Dominion Chapel 5816,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 5817,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 5818,"Onitsha, Anambra, Nigeria"
RCCG New Life Parish 5819,"Kaduna, Kaduna, Nigeria"
RCCG Dominion Chapel 5820,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 5821,"Abeokuta, Ogun, Nigeria"
RCCG Power House Parish 5822,"Kano, Kano, Nigeria"
RCCG House of Praise 5823,"Maitama, FCT, Nigeria"
RCCG Redemption Parish 5824,"Warri, Delta, Nigeria"
RCCG House of Praise 5825,"Nassarawa, Kano, Nigeria"
RCCG Victory Assembly 5826,"Warri, Delta, Nigeria"
RCCG New Life Parish 5827,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 5828,"Port Harcourt, Rivers, Nigeria"
RCCG Living Faith Parish 5829,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 5830,"Kubwa, FCT, Nigeria"
RCCG Living Faith Parish 5831,"Asaba, Delta, Nigeria"
RCCG City of Glory 5832,"Ogbomosho, Oyo, Nigeria"
RCCG Living Faith Parish 5833,"Surulere, Lagos, Nigeria"
RCCG Victory Assembly 5834,"Obio-Akpor, Rivers, Nigeria"
RCCG City of Glory 5835,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 5836,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 5837,"Onitsha, Anambra, Nigeria"
RCCG Power House Parish 5838,"Awka, Anambra, Nigeria"
RCCG City of Glory 5839,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 5840,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 5841,"Ibadan, Oyo, Nigeria"
RCCG Grace Sanctuary 5842,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 5843,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5844,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 5845,"Obio-Akpor, Rivers, Nigeria"
RCCG New Life Parish 5846,"Surulere, Lagos, Nigeria"
RCCG Victory Assembly 5847,"Ogbomosho, Oyo, Nigeria"
RCCG Victory Assembly 5848,"Ogbomosho, Oyo, Nigeria"
RCCG New Life Parish 5849,"Zaria, Kaduna, Nigeria"
RCCG Dominion Chapel 5850,"Port Harcourt, Rivers, Nigeria"
RCCG New Life Parish 5851,"Ibadan, Oyo, Nigeria"
RCCG New Life Parish 5852,"Awka, Anambra, Nigeria"
RCCG Redemption Parish 5853,"Onitsha, Anambra, Nigeria"
RCCG Victory Assembly 5854,"Ogbomosho, Oyo, Nigeria"
RCCG Redemption Parish 5855,"Port Harcourt, Rivers, Nigeria"
RCCG City of Glory 5856,"Yaba, Lagos, Nigeria"
RCCG New Life Parish 5857,"Ibadan, Oyo, Nigeria"
RCCG Grace Sanctuary 5858,"Gwale, Kano, Nigeria"
RCCG Power House Parish 5859,"Kubwa, FCT, Nigeria"
RCCG Redemption Parish 5860,"Ijebu Ode, Ogun, Nigeria"
RCCG House of Praise 5861,"Fagge, Kano, Nigeria"
RCCG Redemption Parish 5862,"Ijebu Ode, Ogun, Nigeria"
RCCG City of Glory 5863,"Ikorodu, Lagos, Nigeria"
RCCG Redemption Parish 5864,"Kano, Kano, Nigeria"
RCCG House of Praise 5865,"Nsukka, Enugu, Nigeria"
RCCG Victory Assembly 5866,"Warri, Delta, Nigeria"
RCCG New Life Parish 5867,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 5868,"Asaba, Delta, Nigeria"
RCCG House of Praise 5869,"Obio-Akpor, Rivers, Nigeria"
RCCG Victory Assembly 5870,"Ijebu Ode, Ogun, Nigeria"
RCCG Power House Parish 5871,"Lekki, Lagos, Nigeria"
RCCG City of Glory 5872,"Abeokuta, Ogun, Nigeria"
RCCG New Life Parish 5873,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 5874,"Fagge, Kano, Nigeria"
RCCG Power House Parish 5875,"Maitama, FCT, Nigeria"
RCCG Living Faith Parish 5876,"Warri, Delta, Nigeria"
RCCG Victory Assembly 5877,"Kano, Kano, Nigeria"
RCCG Dominion Chapel 5878,"Abuja, FCT, Nigeria"
RCCG Redemption Parish 5879,"Awka, Anambra, Nigeria"
RCCG Redemption Parish 5880,"Ibadan, Oyo, Nigeria"
RCCG Victory Assembly 5881,"Ikeja, Lagos, Nigeria"
RCCG Power House Parish 5882,"Onitsha, Anambra, Nigeria"
RCCG House of Praise 5883,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 5884,"Wuse, FCT, Nigeria"
RCCG House of Praise 5885,"Asaba, Delta, Nigeria"
RCCG Grace Sanctuary 5886,"Enugu, Enugu, Nigeria"
RCCG City of Glory 5887,"Ogbomosho, Oyo, Nigeria"
RCCG Dominion Chapel 5888,"Abeokuta, Ogun, Nigeria"
RCCG Victory Assembly 5889,"Zaria, Kaduna, Nigeria"
RCCG New Life Parish 5890,"Surulere, Lagos, Nigeria"
RCCG Dominion Chapel 5891,"Abuja, FCT, Nigeria"
RCCG Redemption Parish 5892,"Kaduna, Kaduna, Nigeria"
RCCG House of Praise 5893,"Ibadan, Oyo, Nigeria"
RCCG Redemption Parish 5894,"Abeokuta, Ogun, Nigeria"
RCCG Grace Sanctuary 5895,"Ogbomosho, Oyo, Nigeria"
RCCG Power House Parish 5896,"Ibadan, Oyo, Nigeria"
RCCG Living Faith Parish 5897,"Asaba, Delta, Nigeria"
RCCG Victory Assembly 5898,"Obio-Akpor, Rivers, Nigeria"
RCCG Redemption Parish 5899,"Enugu, Enugu, Nigeria"
RCCG House of Praise 5900,"Abuja, FCT, Nigeria"
RCCG Victory Assembly 5901,"Lekki, Lagos, Nigeria"
RCCG House of Praise 5902,"Zaria, Kaduna, Nigeria"
RCCG Living Faith Parish 5903,"Wuse, FCT, Nigeria"
RCCG Victory Assembly 5904,"Ibadan, Oyo, Nigeria"
RCCG House of Praise 5905,"Ijebu Ode, Ogun, Nigeria"
RCCG Victory Assembly 5906,"Nsukka, Enugu, Nigeria"
RCCG Redemption Parish 5907,"Nsukka, Enugu, Nigeria"
RCCG Dominion Chapel 5908,"Ibadan, Oyo, Nigeria"
RCCG Redemption Parish 5909,"Fagge, Kano, Nigeria"
RCCG Power House Parish 5910,"Abeokuta, Ogun, Nigeria"
RCCG Living Faith Parish 5911,"Warri, Delta, Nigeria"
RCCG Living Faith Parish 5912,"Gwale, Kano, Nigeria"
RCCG Power House Parish 5913,"Kaduna, Kaduna, Nigeria"
RCCG New Life Parish 5914,"Nsukka, Enugu, Nigeria"
RCCG New Life Parish 5915,"Ogbomosho, Oyo, Nigeria"
RCCG New Life Parish 5916,"Port Harcourt, Rivers, Nigeria"
RCCG Power House Parish 5917,"Warri, Delta, Nigeria"
RCCG City of Glory 5918,"Warri, Delta, Nigeria"
RCCG Grace Sanctuary 5919,"Nassarawa, Kano, Nigeria"
RCCG Redemption Parish 5920,"Yaba, Lagos, Nigeria"
RCCG Living Faith Parish 5921,"Kaduna, Kaduna, Nigeria"
RCCG Victory Assembly 5922,"Maitama, FCT, Nigeria"
RCCG Power House Parish 5923,"Ikorodu, Lagos, Nigeria"
RCCG Victory Assembly 5924,"Kubwa, FCT, Nigeria"
RCCG City of Glory 5925,"Kaduna, Kaduna, Nigeria"
RCCG Living Faith Parish 5926,"Ikeja, Lagos, Nigeria"
RCCG Power House Parish 5927,"Ikorodu, Lagos, Nigeria"
RCCG Redemption Parish 5928,"Warri, Delta, Nigeria"
